UNIQUE_SAMPLEID,SAMPLE_ID,FIELD_ID,Grainize,Horizon,Locality,Date_sampled,Latitude,Longitude,Duplicate,Catchment,Ag,Ag,Ag,Al,Al,As,As,As,Au,Au,Au,B,Ba,Ba,Ba,Be,Be,Bi,Bi,Bi,Ca,Ca,Cd,Cd,Cd,Ce,Ce,Ce,Cl,Co,Co,Co,Cr,Cr,Cr,Cs,Cs,Cs,Cu,Cu,Cu,Dy,Dy,Dy,Er,Er,Er,Eu,Eu,Eu,F,F_Rpt,Fe,Fe,Ga,Ga,Ga,Gd,Gd,Gd,Ge,Ge,Hf,Hf,Hg,Hg,Hg,Ho,Ho,In,In,K,K,La,La,La,Li,Li,Lu,Lu,Mg,Mg,Mn,Mn,Mn,Mo,Mo,Mo,Na,Nb,Nb,Nb,Nd,Nd,Nd,Ni,Ni,Ni,P,P,Pb,Pb,Pb206,Pb207,Pb208,Pb,Pd,Pd,Pr,Pr,Pr,Pt,Pt,Rb,Rb,Rb,Re,S,S,Sb,Sb,Sb,Sc,Sc,Sc,Se,Se_Rpt,Se,Se,Se,Si,Sm,Sm,Sm,Sn,Sn,Sn,Sr,Sr,Sr,Ta,Ta,Ta,Tb,Tb,Tb,Te,Te,Th,Th,Th,Ti,Ti,Tl,Tl,Tl,Tm,Tm,U ,U,U,V ,V,V,W ,W,W,Y ,Y,Y,Yb,Yb,Yb,Zn,Zn,Zn,Zr,Zr,Zr
TS0872TC,NGSA,TS0872,<2 mm,TOS,,39737,-14.1544,141.67068,,Kendall River,<0.002,<0.03,0.004,117113,153,5.6,7.6,0.02,0.5,0.001,0.0005,<1,20.6,130,1.57,2.3,2.2,0.31,0.65,0.001,714.6932953,200,0.01,0.1,<0.001,112,171.4,0.226,515,7.2,10.6,0.468,61.1,95.4,0.011,2.42,8.98,0.0434,5.48,6.5,0.04,6.3,9.784,1.45,2.5,4.776,2.23,1.8,2.784,0.0206,420,,48121.2273,3,12.2,24.5,0.03,8.4,11.34,0.264,0.2,0.8,0.1,6.95,0.03,,<0.001,0.9,1.557,0.05,,10028,58.4,37.2,61.75,0.071,56.3,0.547,0.2,0.419,4173,293,50,77.44254899,0.872,1.33,1.6,<0.005,1469,0.2,15.9,<0.0005,47.1,71.14,0.166,12.3,24.5,0.268,284,0.5,27.4,30.38,,,,0.34,<0.001 ,<0.001,11.3,17.19,0.03,<0.0005,<0.001,40.8,108.5,0.246,<0.001,,1022,0.1,<0.4,<0.001,12.5,15.2,0.55,0.12,,0.9,,<0.002,245700.1998,10.3,16.24,0.053,1.55,3.1,<0.001,21.8,52.9,2.82,<0.05,0.89,0.003,1,1.592,0.085,0.03,<0.01,9.5,17.84,0.0243,5935.043805,0.011,0.19,,0.0027,0.3,,3.5,6.29,0.025,52,98.1,0.002,<0.1,2.6,0.012,25.2,47.6,3.21,1.7,4.669,1.56,28.5,38.4,0.08,5.5,249.2,0.006
TS0872TF,NGSA,TS0872,<75 µm,TOS,,39737,-14.1544,141.67068,,Kendall River,<0.002,<0.03,,111132,,6,8.6,,0.7,0.001,,<1,22.1,124.1,,1.8,3.1,0.4,0.67,,714.6932953,,0.04,<0.1,,127,178,,573,6.6,10.3,,62.4,95.5,,2.77,8.38,,5.9,6.4,,7.9,10.14,,2.7,4.964,,2.5,3.078,,420,,49799.87477,,12,23.6,,11.5,12,,0.2,0.7,0.2,7.67,0.02,,,1.1,1.65,0.05,,9505,,41,62.91,,56.4,,0.3,0.463,3829,,50,77.44254899,,1.23,1.4,,1432,0.2,15.2,,50.5,75.2,,14.9,30.1,,301,,25.3,28.38,,,,,<0.001 ,,12.7,18.01,,<0.0005,,41,98.3,,<0.001,,1108,0.1,<0.4,,11.6,15.1,,0.15,,0.7,,,251353.3134,12.4,17.14,,1.57,2.8,,19.5,49.4,,<0.05,0.8,,1.4,1.72,,0.04,,11.5,17.41,,5695.244055,,0.21,,,0.3,,4.8,6.57,,60,97.4,,<0.1,2.5,,25.8,49,,2.3,4.744,,30.8,37.6,,5.6,279.2,
TS0873_01BC,Batch_1,TS0873_01,<2 mm,BOS,Crystal Vale,41563,-14.3267,143.05968,,Holroyd River,0.023,0.000288,,77306.59211,,1.2,2.439751178,,< 0.5,0.001,,< 1,196,913.7873193,,1.1,2.538222342,0.22,0.089103284,,3644.935806,,0.02,0.106559939,,106,143.8797783,,,6.7,7.975785259,,18,37.09731027,,2.25,4.487352781,,9.98,9.524852093,,3.8,4.919592455,,1.5,2.460320553,,0.9,1.318199211,,340,,19863.99499,,4.73,20.1379668,,7,7.667855817,,0.1,2.867746468,< 0.1,6.406325407,< 10,0.474925357,,0.6,0.878322469,0.02,,28556.61627,,53,70.32470901,,10.4,,0.1,0.334196489,2593.650794,,362,464.655294,,0.42,0.597549752,,7122.340872,0.8,14.29664571,,46.4,58.76079487,,7.7,7.266635056,,174.58439,,17.2,,33.13377666,36.57927746,35.45606768,,<0.001,,13.4,16.41484596,,<0.0005,,38.4,176.6379666,,< 0.001,,,0.1,0.321323117,,3,8.265740315,,0.07,,0.5,1.071901342,,323255.3114,8.4,10.65943953,,0.68,2.087415478,,21,113.0481033,,< 0.05,1.414500814,,0.8,0.989240393,,< 0.02,,22.8,27.33616589,,3417.146433,,0.3,1.053064747,,0.2,0.348995349,3.1,4.496426121,,20,42.90699858,,< 0.1,1.797321669,,13.3,25.26299639,,0.9,2.289970343,,36.1,50.02176699,,0.3,241.846551,
TS0873_01BF,Batch_1,TS0873_01 ,<75 µm,BOS,Crystal Vale,41563,-14.3267,143.05968,,Holroyd River,0.03,0.0004,,90482.04826,,1.5,3.065858268,,2.6,0.002,,< 1,225,973.3968545,,1.4,2.779470747,0.26,0.112827415,,3930.813124,,0.01,0.173808048,,139,221.0008912,,,8.2,9.534113652,,18,38.80249584,,2.46,5.427377546,,12.6,13.57828106,,4.7,6.821567813,,1.8,3.118924799,,1.2,1.699599506,,420,,26858.35942,,6.08,24.05162665,,8.3,11.63817996,,0.2,3.567377999,< 0.1,8.566522759,< 10,1.059881695,,0.8,1.169982577,0.03,,31047.01886,,69.7,107.7957194,,12.1,,0.2,0.419796236,3438.095238,,472,619.5403919,,0.52,0.675955964,,6825.576669,0.9,18.810461,,58.5,90.32107643,,9.7,11.43626682,,261.876585,,21,,35.70065707,38.72652671,38.09056005,,0.001,,17.1,25.33851996,,<0.0005,,41.5,198.4882245,,< 0.001,,,0.12,0.37544134,,3.9,10.41469135,,0.11,,0.4,1.450007536,,304941.0922,10.7,16.41184165,,0.77,2.600138604,,25.8,118.0837793,,< 0.05,1.95466913,,1,1.436424476,,< 0.02,,25.9,42.58329211,,4915.894869,,0.3,1.180856614,,0.2,0.436597735,3.7,6.482927528,,26,54.79085489,,< 0.1,2.305420951,,17.9,32.81138474,,1.1,2.8453252,,45.8,63.99846968,,< 0.1,317.2967399,
TS0873_01TC,Batch_1,TS0873_01,<2 mm,TOS,Crystal Vale,41563,-14.3267,143.05968,,Holroyd River,0.041,0.00026,0.002,65083.57858,84,1.2,2.85500031,<0.01,< 0.5,0.002,0.0002,4,195,835.4641825,4.82,0.9,2.207003398,0.18,0.081887692,<0.001,5217.261056,605,0.03,0.260895908,0.013,84.5,129.8192908,1.2,,5.7,6.996269608,0.138,19,44.93757836,0.039,1.96,4.012421472,0.006,8.39,8.820783025,0.23,2.9,4.528051474,0.154,1.1,2.171640057,0.0843,0.7,1.118370597,0.0456,280,,16996.30557,76,3.25,17.36131115,0.026,5.1,7.002948367,0.194,< 0.1,2.341944905,< 0.1,6.07805018,< 10,2.0718169,<0.001,0.5,0.793694084,< 0.02,<0.0005,25734.16001,67.4,41.9,62.97426379,0.487,10.4,0.025,0.1,0.300179041,2352.380952,162,454,542.0978429,31.1,0.44,0.569079528,<0.005,5861.093009,1,11.74378791,0.0064,36.2,53.15754913,0.843,6.3,6.203626517,0.774,392.8148774,2.5,14.6,,31.31623692,34.83758773,33.61235682,0.27,0.001,<0.001,10.5,14.79204337,0.181,0.0008,<0.001,41.5,164.3902675,0.389,< 0.001,31,,0.09,0.2870375,<0.001,3,6.767707673,0.067,0.1,,0.6,1.465867434,<0.002,322134.0326,6.5,9.603125952,0.193,0.63,1.949230269,0.002,34.1,125.8105982,5.41,< 0.05,1.159668787,<0.001,0.6,0.895047377,0.026,< 0.02,<0.01,13.6,25.61723917,0.0805,3057.446809,0.011,0.29,0.952140441,0.0012,0.1,0.314522089,2.5,4.129855158,0.253,16,38.47477219,0.029,< 0.1,1.559124367,0.001,10.6,23.01984335,0.703,0.7,2.00678504,0.073,34.9,46.40215851,2.25,< 0.1,222.9869891,0.033
TS0873_01TF,Batch_1,TS0873_01 ,<75 µm,TOS,Crystal Vale,41563,-14.3267,143.05968,,Holroyd River,0.052,0.00043,,82809.59388,,1.6,2.761408904,,< 0.5,0.003,,< 1,248,896.1146164,,1.3,2.870884701,0.23,0.109126058,,6575.178317,,0.04,0.185386163,,117,209.5473309,,,8,8.744478245,,15,32.11560716,,2.47,4.900873932,,12,11.93363316,,4.1,6.591027298,,1.5,3.05756312,,1,1.488462996,,380,,22242.0789,,4.94,20.57218686,,7.2,10.90811976,,0.1,3.087300281,< 0.1,9.009814941,20,1.118060765,,0.6,1.116710476,0.03,,27809.4955,,57.1,102.2355144,,12,,0.1,0.413695178,3196.825397,,644,696.9829409,,0.34,0.425972696,,6751.385618,1.2,16.02335529,,48.8,85.34428742,,8.6,8.789064922,,1003.860242,,19.5,,32.74703551,35.38106352,34.9514738,,0.001,,14.1,23.84705917,,<0.0005,,53.2,185.9712752,,< 0.001,,,0.1,0.339610619,,3.5,8.778819051,,0.16,,0.6,1.325542917,,277423.0436,8.9,15.29086795,,1.96,2.453074086,,47,130.7294747,,< 0.05,1.683578393,,0.9,1.332886727,,< 0.02,,17.9,41.76663869,,4436.295369,,0.33,1.062332347,,0.2,0.434999074,3.2,6.337330746,,22,47.2523478,,< 0.1,2.234426938,,15.5,31.69981914,,1,2.810668898,,48.4,62.73742375,,< 0.1,332.8645749,
TS0873_02BC,Batch_3,TS0873_02,<2mm,BOS,Ebagoola,41932,-14.33569,142.57292,,Holroyd River,0.028,0.000056,,20477.51619,,0.6,2.03,,< 0.5,<0.001,,< 1,53.9,167.48,,0.6,0.58,0.09,0.13,,285.8773181,,0.01,0.03,,27.8,30.84,,,5,4.8,,57,76.49,,1.13,1.64,,4.33,5.44,,1,1.83,,0.4,1.07,,0.3,0.4,,80,,9652.222918,,2.2,5.38,,1.9,2.36,,< 0.1,1.98,< 0.1,2.13,< 10,8.58,,0.2,0.36,< 0.02,,3984.644131,,12.9,15.76,,4.4,,< 0.1,0.15,482.5396825,,281,309.770196,,0.78,1.14,,667.7194567,0.1,4.43,,11.7,13.94,,5.6,14.48,,#VALUE!,,5.13,93.25,10.37,11.2,10.59,,<0.001,,3.1,3.69,,<0.0005,,9.9,24.95,,< 0.001,,,0.08,0.28,,1.7,3.5,,0.1,,< 0.1,1.52,,425338.3949,2.3,2.81,,0.41,1.12,,5.8,20.54,,< 0.05,0.65,,0.2,0.32,,< 0.02,,4.4,6.22,,1918.397997,,0.05,0.14,,< 0.1,0.15,0.7,1.25,,20,25.4,,< 0.1,1.24,,3.74,9.83,,0.2,1.02,,7.9,13.44,,0.5,70.34,
TS0873_02BF,Batch_3,TS0873_02,<75 µm,BOS,Ebagoola,41932,-14.33569,142.57292,,Holroyd River,0.031,0.000101,,43071.57151,,1.6,5.28,,< 0.5,0.001,,< 1,89.2,461.49,,1.2,1.87,0.18,0.32,,428.8159772,,0.01,0.05,,63.6,107.24,,,12,13.58,,14,45.75,,1.99,4.41,,7.95,12.55,,2.9,6.24,,1.1,3.4,,0.9,1.39,,160,,18185.34753,,3.86,15.38,,4.9,8.49,,< 0.1,3.71,< 0.1,10.13,< 10,11.76,,0.5,1.16,0.03,,8467.368779,,29.5,51.7,,8.2,,0.1,0.47,1206.349206,,694,696.9829409,,0.24,0.52,,2225.731522,0.1,15.98,,29.6,48.68,,9,21.15,,87.29219498,,10,75.85,19.78,21.17,20.14,,<0.001,,7.7,12.71,,<0.0005,,17.1,61.62,,< 0.001,,,0.14,0.51,,3.8,12.65,,0.18,,< 0.1,5.2,,378244.6886,5.9,9.93,,0.71,2.6,,9.3,51.2,,< 0.05,2.67,,0.6,1.1,,< 0.02,,8.5,20.52,,4676.095119,,0.09,0.34,,0.1,0.47,1.5,4.16,,38,64.29,,< 0.1,4.1,,9.96,31.5,,0.7,3.28,,17.4,36.63,,0.3,332.54,
TS0873_02TC,Batch_3,TS0873_02,<2mm,TOS,Ebagoola,41932,-14.33569,142.57292,,Holroyd River,0.024,0.000021,<0.001,17726.0153,141,0.7,1.64,<0.01,3.9,<0.001,<0.0001,< 1,64.7,79.42,1170,0.6,0.52,0.08,0.07,<0.001,428.8159772,45,0.02,0.02,2,29,34.17,1290,,5.6,6.56,372,68,97.18,73,0.99,1.21,11.7,4.29,4.74,200,1.1,1.24,125,0.4,0.56,55.1,0.3,0.34,40.2,60,,8183.406387,36,1.82,3.75,21,1.9,2.53,170,< 0.1,0.91,< 0.1,0.06,50,0.08,<0.001,0.2,0.23,< 0.02,<0.0005,4399.711228,43.7,13.9,15.72,394,3.7,6,< 0.1,0.06,542.8571429,53,394,464.655294,62.4,0.96,0.66,<0.005,816.1015582,0.1,0.07,0.7,12.3,15.79,709,6.1,14.01,678,0,2.4,4.77,45.55,5.15,4.8,4.81,260,<0.001,<0.001,3.3,3.32,0.164,<0.0005,<0.001,10.7,13.23,0.578,0.002,11,,0.07,0.05,<0.001,1.4,1.61,0.241,0.03,,< 0.1,0.62,0.022,423656.4769,2.3,3,0.173,0.38,0.32,<0.001,7,7.49,0.28,< 0.05,0.01,<0.001,0.2,0.29,0.024,0.05,<0.01,3.5,5.58,0.288,1858.44806,0.345,0.05,0.06,0.0006,< 0.1,0.07,0.7,0.68,0.069,16,18.03,0.031,< 0.1,0.03,<0.001,3.81,6.29,0.53,0.2,0.39,0.039,7.4,12.01,0.26,0.1,2.38,0.145
TS0873_02TC,Batch_3,TS0873_02,<2mm,TOS,Ebagoola,41932,-14.33569,142.57292,Repeat,Holroyd River,,0.00005,,,,,1.66,,,,,,,209.15,,,0.6,,0.14,,,,,0.02,,,35.95,,,,5.62,,,100.25,,,1.69,,,5.72,,,2.5,,,1.51,,,0.44,,,,,,,5,,,2.8,,,1.81,,3.02,,7.95,,,0.52,,,,,,18.13,,,,,0.23,,,,,,,1.29,,,,5.57,,,15.22,,,14.82,,,,,61.27,9.91,10.47,10.41,,,,,4.23,,,,,27.22,,,,,,0.25,,,4.78,,,,,1.39,,,,2.98,,,1.13,,,26.5,,,1.19,,,0.41,,,,,6.95,,,,,0.16,,,0.22,,1.57,,,24.89,,,1.51,,,22.93,,,1.44,,,15.02,,,98.89,
TS0873_02TC,Batch_4,TS0873_02,<2mm,TOS,Ebagoola,41932,-14.33569,142.57292,,Holroyd River,0.024,0.000052,<0.001,17726.0153,141,0.7,1.69,<0.01,3.9,<0.001,<0.0001,< 1,64.7,195.69,1170,0.6,0.71,0.08,0.127,<0.001,428.8159772,45,0.02,0.084,2,29,41.45,1290,,5.6,6.297,372,68,107.7,73,0.99,1.909,11.7,4.29,5.757,200,1.1,2.413,125,0.4,1.386,55.1,0.3,0.454,40.2,60,,8183.406387,36,1.82,6.216,21,1.9,3.02,170,< 0.1,1.131,< 0.1,4.176,50,0.08,<0.001,0.2,0.494,< 0.02,<0.0005,4399.711228,43.7,13.9,19.589,394,3.7,6,< 0.1,0.221,542.8571429,53,394,464.655294,62.4,0.96,1.325,<0.005,816.1015582,0.1,5.171,0.7,12.3,16.697,709,6.1,7.53,678,0,2.4,4.77,44.43,11.179,11.075,11.098,260,<0.001,<0.001,3.3,4.549,0.164,<0.0005,<0.001,10.7,31.144,0.578,0.002,11,,0.07,0.05,<0.001,1.4,2.425,0.241,0.03,,< 0.1,0.029,0.022,423656.4769,2.3,3.125,0.173,0.38,9.51,<0.001,7,24.51,0.28,< 0.05,0.26,<0.001,0.2,0.427,0.024,0.05,<0.01,3.5,6.919,0.288,1858.44806,0.345,0.05,0.224,0.0006,< 0.1,0.217,0.7,1.737,0.069,16,24.601,0.031,< 0.1,1.326,<0.001,3.81,12.859,0.53,0.2,1.324,0.039,7.4,11.996,0.26,0.1,156.043,0.145
TS0873_02TC,Batch_5,TS0873_02,<75 µm,TOS,Ebagoola,41932,-14.33569,142.57292,,Holroyd River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS0873_02TF,Batch_3,TS0873_02,<75 µm,TOS,Ebagoola,41932,-14.33569,142.57292,,Holroyd River,0.027,0.000033,,40425.89759,,1.4,3.4,,2.9,0.001,,2,111,144.86,,1.2,1.5,0.16,0.15,,714.6932953,,0.01,0.02,,57.1,65,,,13.7,17.27,,14,17.04,,1.73,2.49,,7.53,9.37,,2.5,2.72,,0.9,1.22,,0.7,0.85,,140,,17206.13651,,3.37,7.3,,4.3,5.35,,< 0.1,1.65,< 0.1,0.11,40,0.08,,0.4,0.5,< 0.02,,7720.248004,,26.4,29.02,,7.4,,< 0.1,0.11,1387.301587,,985,1084.195686,,0.2,0.09,,#VALUE!,0.2,0.07,,25.3,30.61,,10.4,19.25,,43.64609749,,9.53,54.38,10.71,9.95,9.82,,<0.001,,6.7,6.49,,<0.0005,,20.5,28.91,,< 0.001,,,0.1,0.05,,2.7,4.21,,0.11,,0.3,1.45,,368713.8195,5,6.15,,0.79,0.34,,12.2,14.17,,< 0.05,0.01,,0.5,0.63,,< 0.02,,4.6,9.96,,4915.894869,,0.09,0.12,,0.1,0.15,1.4,1.33,,32,35.73,,< 0.1,0.02,,8.82,13.5,,0.5,0.78,,17.1,22.18,,< 0.1,4.43,
TS0873_03BC,Batch_1,TS0873_03,<2 mm,BOS,Strathburn,41563,-14.45693,142.761,,Pretender Creek,0.024,0.000106,,51908.12242,,0.7,1.200205184,,< 0.5,0.001,,1,85.7,143.5131965,,0.8,1.176715226,0.21,0.083921783,,857.6319544,,0.02,0.115167752,,31.7,37.70003133,,,5.4,6.154023647,,46,61.27500608,,3.87,5.146107139,,12.2,12.85252228,,2.5,2.793004873,,1,1.643736359,,0.8,0.755688489,,180,,11470.75767,,7.55,11.47142791,,3.4,3.308680842,,< 0.1,1.366903753,0.1,2.280998264,< 10,3.373289214,,0.4,0.565790893,0.03,,2905.469679,,16.4,19.69611146,,23.9,,< 0.1,0.237066617,1085.714286,,120,154.885098,,0.57,0.845936866,,296.764203,0.2,7.394181186,,16,18.22987574,,18.8,24.6714686,,87.29219498,,11.4,,10.24915849,11.28455575,10.88257227,,<0.001,,4.3,4.743154895,,<0.0005,,16.5,32.30568944,,< 0.001,,,0.09,0.337248325,,5.4,8.046152699,,0.07,,0.3,0.849381489,,375021.0123,3.4,3.692561824,,1.03,1.731600094,,29,50.75518981,,< 0.05,0.736507907,,0.5,0.493205363,,< 0.02,,8.6,7.620675501,,3237.296621,,0.21,0.262633834,,0.1,0.234520024,1,1.622553073,,43,55.31091132,,< 0.1,10.39701038,,9.33,15.34917462,,0.6,1.513526624,,22.1,26.24298359,,4,89.01123058,
TS0873_03BF,Batch_1,TS0873_03 ,<75 µm,BOS,Strathburn,41563,-14.45693,142.761,,Pretender Creek,0.065,0.00027,,106409.0053,,0.7,2.651366239,,2.3,0.002,,< 1,137,277.7919749,,1.4,2.279057053,0.3,0.170155654,,1357.917261,,0.02,0.081781475,,58.7,84.12886663,,,10.3,13.93084782,,25,51.14014159,,5.34,10.99465801,,20.3,28.3138673,,4.6,6.216562401,,1.9,3.532141106,,1.5,1.731064824,,360,,22242.0789,,12.7,24.8703664,,6.2,7.32468187,,0.1,2.662873513,0.1,4.601767413,20,1.661668565,,0.8,1.211403083,0.05,,6226.006455,,30.1,43.17619655,,38.5,,0.2,0.485043895,2171.428571,,300,387.212745,,0.34,0.716993751,,1038.67471,0.2,15.00738809,,30.5,40.75224107,,29.4,51.93094983,,174.58439,,21.3,,22.56393908,24.72768146,24.08508012,,0.001,,8.1,10.67677229,,<0.0005,,23.8,67.82168442,,< 0.001,,,0.09,0.588595328,,10.4,17.79297548,,0.15,,0.3,1.876992798,,285785.9141,6.5,8.405450261,,1.72,3.572242466,,45.4,109.7201543,,< 0.05,1.588412137,,0.9,1.075929076,,< 0.02,,13.2,16.2896609,,6234.793492,,0.31,0.566185581,,0.2,0.508361921,1.7,3.508214807,,60,99.63777256,,< 0.1,2.970816112,,18.2,32.84958006,,1,3.339685859,,36.7,51.73486442,,5.5,178.8392179,
TS0873_03TC,Batch_1,TS0873_03,<2 mm,TOS,Strathburn,41563,-14.45693,142.761,,Pretender Creek,0.057,0.000217,0.009,79793.5256,119,0.7,1.781817524,0.02,< 0.5,0.002,0.001,< 1,141,317.96092,9.73,2,3.018168927,0.32,0.162983425,0.002,1214.978602,265,0.05,0.160418613,0.018,48.9,71.35338114,1.19,,7.6,10.88455065,1.7,29,58.37200647,0.034,4,9.571408641,0.0127,21.6,29.49694464,2.9,4.3,5.748024986,0.57,1.8,3.252915451,0.348,1.3,1.641915386,0.0989,300,,14897.99624,201,8.09,20.71285063,0.029,5.6,6.702917636,0.486,< 0.1,2.061827853,0.1,3.878615921,10,1.859771419,<0.001,0.8,1.139492577,0.05,0.0008,7720.248004,68.5,23.5,35.56376066,0.413,30.3,0.064,0.2,0.442598822,1930.15873,124,217,309.770196,96,0.38,0.679913108,<0.005,964.4836597,0.4,13.13729598,0.0043,26,35.31623801,0.977,25.9,42.73901799,5.62,261.876585,1.2,17.9,,20.24792945,22.2171672,21.60060457,1.57,0.001,<0.001,6.8,9.108783616,0.183,<0.0005,<0.001,30.1,86.81588823,0.43,< 0.001,29,,0.11,0.552252334,<0.001,8.5,16.54403962,1.39,0.09,,0.5,1.532277831,<0.002,314752.2811,5.7,7.536490956,0.339,1.33,3.039010147,0.002,29.2,82.90630438,2.62,< 0.05,1.385484309,0.001,0.8,0.999631651,0.076,< 0.02,<0.01,10.7,14.09618668,0.341,5095.744681,0.007,0.31,0.57265337,0.0027,0.2,0.461602023,1.7,3.213353808,0.292,57,106.3451812,0.057,< 0.1,2.592598323,0.004,15.6,30.30346203,2.97,1.1,3.042373831,0.254,49.1,69.4118846,5.2,4,152.3237345,0.078
TS0873_03TF,Batch_1,TS0873_03 ,<75 µm,TOS,Strathburn,41563,-14.45693,142.761,,Pretender Creek,0.084,0.000278,,100165.2148,,0.8,2.217205958,,< 0.5,0.003,,< 1,169,350.3243122,,2.3,3.222590779,0.39,0.185246588,,1286.447932,,0.06,0.123219054,,61.3,80.48860512,,,9.8,11.62051411,,28,52.27837947,,4.59,10.70200566,,29,33.45177577,,5.3,6.56093727,,2.2,3.686776173,,1.7,1.871842102,,340,,19024.67126,,11.2,22.6139199,,6.8,7.559580107,,< 0.1,2.288332341,0.1,4.330667255,30,2.459830563,,0.9,1.285861169,0.06,,9214.489553,,29.5,39.9873628,,33.9,,0.2,0.489907753,2412.698413,,278,309.770196,,0.25,0.547336249,,1112.865761,0.5,14.70301095,,32.3,40.35863974,,33.4,47.48751181,,305.5226824,,21.8,,23.27662822,25.19233128,24.70723993,,0.001,,8.5,10.36933954,,<0.0005,,37.3,96.9137819,,< 0.001,,,0.1,0.614338897,,10.8,18.56300651,,0.15,,0.7,1.268277794,,282982.7173,7.2,8.628549204,,1.68,3.344159632,,39,92.14823266,,< 0.05,1.618157642,,1,1.11361501,,0.03,,12.5,16.27358107,,6234.793492,,0.34,0.668129802,,0.3,0.516959995,2.1,3.667974539,,73,118.2902846,,< 0.1,2.954382573,,20.4,33.61032731,,1.3,3.419620545,,64.5,74.99338554,,5.4,170.2577315,
TS0873BC,NGSA,TS0873,<2 mm,BOS,,39737,-14.2401,141.65901,,Holroyd River,<0.002,<0.03,,46176,,1.2,2.5,,<0.1,0.001,,1,29.2,176.7,,0.5,1.5,0.13,0.29,,1429.386591,,<0.01,0.1,,38.1,67.07,,546,2.3,4.2,,19.8,44.2,,0.83,4.03,,1.81,4.3,,1.4,3.561,,0.6,2.18,,0.6,0.8298,,220,,15037.88353,,3.51,8.6,,2.2,4.36,,<0.1,0.59,<0.1,8,0.01,,,0.3,0.755,<0.02,,8035,,17.5,31.13,,21.5,,<0.1,0.325,3443,,90,154.885098,,0.5,1.6,,1647,<0.1,8.6,,16.9,28.65,,6.8,14.5,,118,,7.17,14.37,,,,,<0.001 ,,4.4,7.25,,<0.0005,,13.4,59.6,,0.002,,121,0.11,<0.4,,3.2,6.6,,0.03,,0.4,,,387495.2381,3,5.785,,0.81,1.8,,14.5,36.5,,<0.05,0.66,,0.3,0.674,,0.03,,5.8,12.41,,2817.647059,,0.07,,,0.3,,0.5,2.43,,17,37.5,,<0.1,1.6,,6.7,24.4,,0.4,2.37,,6.7,17.8,,3.1,283,
TS0873BF,NGSA,TS0873,<75 µm,BOS,,39737,-14.2401,141.65901,,Holroyd River,0.019,<0.03,,81623,,1.5,3.2,,0.5,0.001,,1,73.6,317,,1,2.2,0.26,0.55,,2144.079886,,<0.01,0.13,,73.5,153.2,,950,4.7,7.8,,48.4,86.8,,1.29,6.87,,3.25,6.2,,2.5,8.826,,1.1,5.458,,1.1,1.634,,260,,22661.74076,,6.1,15.8,,4.3,9.674,,<0.1,0.5,<0.1,23.63,<0.01,,,0.4,1.835,0.02,,13971,,31.9,69.54,,36.5,,0.1,0.847,6157,,247,232.327647,,1.75,3.6,,3027,<0.1,17.4,,31.9,62.29,,18.2,23.9,,179,,14,26.76,,,,,<0.001 ,,8.1,16.22,,0.0005,,20.9,102.9,,<0.001,,216,0.17,<0.4,,6,12.2,,0.05,,<0.1,,,319424.2757,5.9,12.82,,1.15,2.9,,24.9,65.8,,<0.05,1.29,,0.5,1.594,,0.04,,10.6,27.87,,5695.244055,,0.11,,,0.3,,0.9,5.55,,33,64.8,,<0.1,3.3,,12.1,57.8,,0.9,5.732,,9.5,30,,4.5,847.5,
TS0873TC,NGSA,TS0873,<2 mm,TOS,,39737,-14.2401,141.65901,,Holroyd River,0.004,<0.03,0.057,74949,4,3.7,5.4,<0.01,0.1,0.001,0.0001,<1,53.2,285.9,1.1,1.3,2.6,0.29,1.07,<0.001,643.2239658,110,<0.01,<0.1,<0.001,49.5,81.29,2.19,50,6.2,10.8,0.199,24.8,59.4,0.095,1.75,7.46,0.0686,4.84,9.7,0.21,2.3,5.444,0.175,0.9,3.227,0.0676,0.9,1.281,0.0624,260,,34202.44208,3,5.71,18.3,0.037,3.6,5.749,0.285,<0.1,0.67,<0.1,9.36,0.03,,<0.001,0.4,1.063,0.03,,11231,53.5,22.9,36.84,0.69,16.7,0.007,0.1,0.505,1960,211,328,387.212745,12.1,0.76,2.3,<0.005,1209,<0.1,16.9,<0.0005,21.1,34.61,1.45,6.7,13.6,0.133,205,0.5,20.5,28.57,,,,1.18,<0.001 ,<0.001,5.1,8.67,0.308,<0.0005,<0.001,22.7,99.9,0.352,0.002,,88,0.15,1,<0.001,4.8,11.1,0.222,0.13,,0.2,,0.028,331571.4619,4.3,7.522,0.36,4.26,3,<0.001,9.5,45,1.34,<0.05,1.23,<0.001,0.4,0.966,0.037,0.05,<0.01,12.8,20.09,0.549,5335.544431,0.047,0.15,,0.001,0.3,,2.6,5.34,0.478,42,81.4,0.006,<0.1,3.2,<0.001,7.96,32.3,0.835,0.8,3.419,0.047,11,22.5,0.07,2,327.3,0.028
